timestamp,current_grade,target_grade,machine_speed,steam_pressure,dryer_temperature,moisture,basis_weight,caliper,pulp_consistency,stock_flow,refining_energy,headbox_pressure,reel_tension,ambient_temperature,humidity,transition_time,quality_score,off_spec_probability,stabilization_time
2024-01-01 04:20:00+00:00,Newsprint,Board,990.1938,7.5265,133.6832,5.4707,83.7079,104.0043,3.1315,4193.7096,165.666,3.74,3.9247,39.9848,47.0264,88.9665,43.6683,0.955,120.1911
2024-01-01 04:25:00+00:00,CopyPaper,Board,751.803,7.6579,129.4948,5.859,102.6048,158.3681,3.2715,3895.0418,175.4433,3.5195,4.4958,12.7715,72.7406,71.4561,56.6157,0.8158,87.2383
2024-01-01 04:30:00+00:00,Kraft,Newsprint,1031.7271,7.6858,141.7008,6.6554,51.6519,81.5645,3.0136,3489.2415,151.1361,4.2773,3.2158,25.6037,52.9537,61.281,89.644,0.219,50.9085
2024-01-01 04:35:00+00:00,Newsprint,Kraft,996.9272,7.9885,141.4753,5.5854,53.8586,76.4599,2.8916,3326.4264,152.5522,3.9428,3.57,33.6546,54.9381,57.5682,51.9185,0.8691,76.0953
2024-01-01 04:40:00+00:00,CopyPaper,Board,482.3406,6.94,119.0738,7.3897,136.9045,169.8539,3.1167,4428.1456,184.0188,2.6346,4.6193,21.3629,71.8463,63.6484,68.3265,0.5287,65.2524
2024-01-01 04:45:00+00:00,Board,Kraft,714.3761,7.5623,126.3314,4.5994,132.359,186.4704,3.2268,4440.7467,182.9965,3.5009,4.6073,22.3006,65.6505,54.5386,79.6042,0.3294,48.778
2024-01-01 04:50:00+00:00,CopyPaper,Coated,718.8775,6.8455,123.7633,3.1417,90.1963,91.1468,3.4241,3980.3666,160.2081,3.4662,3.7252,32.4311,57.7105,28.055,90.8021,0.1069,18.4181
2024-01-01 04:55:00+00:00,Coated,Newsprint,820.39,7.4014,131.2918,6.3991,65.88,76.6104,3.3628,3672.1905,142.7064,3.3989,3.3976,26.2466,64.6424,45.8952,86.7721,0.257,33.9054
2024-01-01 05:00:00+00:00,Kraft,Board,647.9294,7.572,131.9635,5.4308,146.7143,207.4786,3.2273,4960.0376,170.4147,3.4932,4.6054,25.2446,62.1572,43.0099,67.6472,0.5668,44.5778
2024-01-01 05:05:00+00:00,Coated,Kraft,634.1081,7.7925,131.122,5.0082,109.9932,127.0088,3.0633,4035.7817,153.191,3.4103,3.6509,18.6427,63.2729,35.2388,86.5069,0.2531,28.1543
2024-01-01 05:10:00+00:00,Newsprint,Board,443.5319,6.5137,124.7812,5.1173,135.664,232.4546,3.0054,4456.6619,192.4172,2.8718,4.8289,30.8067,45.5423,79.4263,61.2553,0.706,90.8975
2024-01-01 05:15:00+00:00,Newsprint,Board,892.0252,8.3092,136.2064,7.403,137.3325,171.7589,3.2225,4801.8319,202.9689,3.4449,4.3672,20.4768,57.0448,86.8451,57.6322,0.8082,104.2174
2024-01-01 05:20:00+00:00,Board,Kraft,619.0928,7.6637,129.9096,4.1617,141.8348,192.2274,3.372,5032.2372,196.0492,3.1404,4.8418,28.6734,59.6849,46.0947,67.5401,0.5487,43.058
2024-01-01 05:25:00+00:00,Newsprint,Kraft,786.143,7.0159,133.4561,6.8547,67.0599,94.5901,3.0352,3295.5601,155.0887,3.6201,3.3566,15.6703,95.0,54.5057,64.5855,0.6715,60.4682
2024-01-01 05:30:00+00:00,Newsprint,Board,1017.5219,8.5896,142.3058,4.2142,116.753,148.7496,3.2199,4938.7512,182.1273,4.3138,4.1776,27.6878,57.7281,98.718,43.3965,0.9735,136.6687
2024-01-01 05:35:00+00:00,Newsprint,CopyPaper,921.3346,6.5636,127.4633,5.0381,51.2726,77.1356,2.6483,3305.1642,128.5832,3.838,3.6188,28.3921,84.8551,34.8428,80.5356,0.3272,27.8396
2024-01-01 05:40:00+00:00,Kraft,CopyPaper,600.9421,6.8539,126.103,5.4815,112.1104,147.35,3.0235,3907.4773,172.4189,3.2558,4.1156,31.2735,67.9936,36.4456,72.9497,0.4544,36.5525
2024-01-01 05:45:00+00:00,CopyPaper,Newsprint,792.0106,7.7493,139.5107,5.4536,76.2556,99.7464,2.2,3974.0345,135.2478,3.7078,4.4115,25.3342,82.1066,47.7978,61.008,0.6054,53.9355
2024-01-01 05:50:00+00:00,Board,Newsprint,1073.9857,7.4068,143.7824,6.3131,40.0,85.9511,2.2702,3297.8118,171.3296,4.3375,3.3405,22.5382,59.8734,72.5119,69.8768,0.5021,71.745
2024-01-01 05:55:00+00:00,Newsprint,Coated,949.6192,7.2767,135.4968,3.4956,59.7508,65.3195,3.0009,3618.0267,128.3988,4.0935,3.1217,25.0881,62.1186,42.4837,70.8631,0.5258,42.4509
2024-01-01 06:00:00+00:00,CopyPaper,Board,606.482,6.8954,118.5676,6.2714,120.028,177.7331,3.5618,4525.4753,152.0951,2.9436,4.2301,32.6138,56.2293,67.7083,64.455,0.6315,75.5816
2024-01-01 06:05:00+00:00,Newsprint,Board,786.018,7.5502,131.6882,4.8431,127.6563,181.1729,2.8701,4844.8026,184.4704,3.1085,4.6442,27.0954,77.6311,85.7542,50.704,0.8934,108.271
2024-01-01 06:10:00+00:00,Coated,Board,536.4206,6.6728,122.307,4.4411,157.8009,189.3591,2.6831,5007.5188,198.4669,3.1798,3.8846,28.9508,56.308,61.1574,63.2206,0.7037,67.4442
2024-01-01 06:15:00+00:00,Newsprint,Coated,739.8889,6.8782,130.0503,3.3618,85.5117,96.2382,3.0922,4164.8736,161.1469,3.6636,2.9689,23.8084,79.8637,33.5651,88.1277,0.1458,27.8695
2024-01-01 06:20:00+00:00,Newsprint,CopyPaper,982.2774,7.392,132.8726,4.7605,67.5993,96.0283,3.2373,3667.8642,143.6822,4.0975,3.7707,32.9755,70.6336,41.0795,92.0073,0.1301,32.249
2024-01-01 06:25:00+00:00,CopyPaper,Newsprint,934.972,6.9274,138.441,6.4526,56.3223,80.4439,2.8502,3631.7787,176.0562,4.1802,3.1846,33.2407,59.4337,38.8951,88.974,0.2135,36.0475
2024-01-01 06:30:00+00:00,Board,Coated,449.2609,7.4465,127.3025,4.4059,155.231,221.1387,3.4338,4677.1094,206.4132,2.5178,4.9828,20.1906,80.8926,67.3947,51.1714,0.8914,88.009
2024-01-01 06:35:00+00:00,Newsprint,Kraft,587.2931,7.2341,126.6297,5.8465,124.611,154.5007,3.1623,4673.7814,201.8184,2.9733,4.5523,35.7316,59.3613,53.5227,87.7831,0.1988,41.1132
2024-01-01 06:40:00+00:00,Board,Newsprint,864.1895,7.9383,145.0,5.3953,93.5811,145.5462,2.8194,4133.4348,175.8289,3.9039,4.7311,32.8357,63.7036,84.5645,45.9372,0.9748,118.9419
2024-01-01 06:45:00+00:00,Newsprint,Kraft,908.022,7.4486,138.5886,6.3379,76.9091,114.426,2.9053,4032.5033,171.2659,3.9835,4.2584,17.7769,70.6914,54.0747,70.2563,0.5601,50.6286
2024-01-01 06:50:00+00:00,Newsprint,Coated,999.0969,7.1227,132.962,5.5154,69.9554,83.1259,2.9482,4144.4834,141.8391,3.7789,4.0165,25.715,84.2756,39.4249,68.432,0.51,38.463
2024-01-01 06:55:00+00:00,Coated,CopyPaper,761.8456,6.5193,133.1476,4.4409,81.4701,96.4313,2.7794,3784.7023,122.0395,3.4932,3.6422,27.089,72.3566,33.0975,94.2318,0.096,21.7758
2024-01-01 07:00:00+00:00,Newsprint,Coated,880.6187,8.0792,127.8848,2.5,68.3674,79.3825,2.8519,3694.301,168.5189,3.863,2.7562,23.861,48.1749,45.4738,69.6148,0.5,44.3066
2024-01-01 07:05:00+00:00,CopyPaper,Board,761.3354,7.3455,137.1691,6.492,104.2154,158.5966,3.0025,4063.7733,186.6207,3.4624,4.2676,27.8611,67.6577,59.3198,60.809,0.7357,70.8256
2024-01-01 07:10:00+00:00,Newsprint,Coated,1061.3144,7.7113,143.1188,2.5,48.0469,68.9323,2.7865,3411.8182,141.9329,3.9533,3.4099,24.1756,69.4496,43.8482,63.8638,0.6498,48.517
2024-01-01 07:15:00+00:00,Kraft,Newsprint,847.7578,7.8468,126.9981,6.7039,75.1334,112.1144,2.8962,4097.3317,158.5726,3.8571,4.0741,26.4925,73.7937,55.4237,70.6023,0.563,57.2368
2024-01-01 07:20:00+00:00,Newsprint,Kraft,858.4671,7.8053,135.5777,5.9043,56.7589,109.1996,3.1009,3708.9327,143.654,3.725,3.3013,22.2532,66.566,55.9978,62.4788,0.6196,64.7118
2024-01-01 07:25:00+00:00,Coated,Newsprint,887.5588,7.9967,134.9194,5.2367,80.503,83.3857,2.7786,3983.4546,155.1032,3.9733,3.259,28.4227,76.9876,45.1515,68.0787,0.5593,47.8631
2024-01-01 07:30:00+00:00,CopyPaper,Kraft,792.1547,7.8368,136.9926,5.1497,85.14,112.482,2.5242,3869.9479,167.993,3.6101,3.8111,26.6972,69.4014,46.7729,62.2927,0.6283,54.2742
2024-01-01 07:35:00+00:00,Coated,Newsprint,867.4729,6.6371,131.3887,6.3677,57.4453,86.3834,2.5676,3427.4434,115.8389,3.6344,3.433,27.9596,71.9587,48.1089,86.5398,0.2688,37.5607
2024-01-01 07:40:00+00:00,CopyPaper,Coated,805.4279,7.7955,132.1908,3.0241,79.8786,106.2902,2.9761,4174.1379,139.5974,3.8231,4.1024,26.2159,56.4614,29.3694,80.6653,0.3217,27.6532
2024-01-01 07:45:00+00:00,Board,Newsprint,778.9572,6.6981,134.1993,5.5511,52.3304,132.296,2.9698,3056.2223,166.9999,3.7182,3.4624,30.6639,47.0288,89.195,65.178,0.6595,97.0699
2024-01-01 07:50:00+00:00,CopyPaper,Kraft,861.4406,7.8911,134.0661,5.5636,107.9001,138.201,2.9364,4404.7072,154.0073,3.275,4.5276,38.6925,61.6243,41.0182,81.0015,0.3621,30.8548
2024-01-01 07:55:00+00:00,Board,Coated,762.5069,7.761,131.8894,5.0992,118.3787,94.3215,3.5625,4585.615,175.0618,3.1433,3.5463,24.2245,83.7232,65.4689,84.3063,0.262,56.0955
2024-01-01 08:00:00+00:00,Coated,Kraft,648.1769,6.9329,125.6845,6.3991,109.883,121.8573,3.2097,4046.3895,187.305,3.4871,3.945,21.8279,54.5919,26.2321,95.531,0.1287,22.1691
2024-01-01 08:05:00+00:00,Kraft,Newsprint,789.0077,7.4761,127.7356,6.0413,88.7418,124.6979,2.6542,4026.0624,164.3613,3.3153,3.5572,22.423,64.6355,57.9141,52.9427,0.8595,69.4315
2024-01-01 08:10:00+00:00,Board,Coated,616.2028,6.9358,121.2175,5.1545,143.1313,171.5165,3.7079,4809.3599,171.3084,3.3762,4.4182,20.8037,80.1702,66.4752,54.4201,0.8144,80.1111
2024-01-01 08:15:00+00:00,CopyPaper,Kraft,787.6724,7.8818,136.8176,6.0193,116.1335,164.4079,3.1675,4375.4545,155.6621,3.5892,4.9785,16.9382,85.8056,37.806,90.9028,0.1467,26.4201
2024-01-01 08:20:00+00:00,Coated,Board,535.44,7.9419,134.5377,5.1403,146.0417,174.6865,2.7497,4736.9295,177.1396,2.5644,4.2998,13.3825,60.8693,65.1463,65.9974,0.6794,70.3959
2024-01-01 08:25:00+00:00,Board,Newsprint,767.0526,7.046,127.7115,6.4977,80.4531,101.4355,3.0085,3639.6645,175.9681,3.6561,3.9057,18.4102,70.1917,75.9007,59.8202,0.7628,88.701
2024-01-01 08:30:00+00:00,Board,Kraft,562.9039,8.471,128.5974,5.5321,137.1654,187.4763,3.6629,4429.8989,181.5858,2.7823,4.7019,36.3719,60.4311,44.2939,89.3343,0.2245,41.9164
2024-01-01 08:35:00+00:00,Newsprint,Board,472.7111,7.5551,130.883,5.2199,172.4757,235.9015,3.0661,4921.409,224.3431,2.9635,5.468,39.3552,39.807,83.3899,70.2091,0.5434,82.1422
2024-01-01 08:40:00+00:00,Kraft,CopyPaper,703.1478,7.1835,129.7988,3.4005,80.9939,110.8941,2.7982,3656.3682,150.0454,3.3749,4.0859,37.7306,45.3216,42.0189,85.8377,0.2527,36.6066
2024-01-01 08:45:00+00:00,Board,Newsprint,829.6776,7.4221,131.1618,6.6393,86.8934,142.6172,2.907,3938.9804,182.7854,3.7475,4.1442,16.0965,72.9057,78.6466,49.434,0.9155,103.4913
2024-01-01 08:50:00+00:00,CopyPaper,Kraft,653.048,6.8574,127.2607,5.003,115.5924,164.9478,3.3572,4356.1193,173.3998,3.1264,4.3555,22.2548,79.2735,41.3799,83.9691,0.2805,35.9069
2024-01-01 08:55:00+00:00,Coated,Kraft,732.2155,7.9336,137.2427,5.765,97.9253,113.2614,2.7177,4027.4654,183.5414,3.4073,3.6374,17.7179,74.1795,36.0918,79.8694,0.3072,29.2506
2024-01-01 09:00:00+00:00,Coated,Newsprint,1042.9932,7.8504,145.0,5.339,54.1628,74.9841,2.8186,3537.435,141.9584,3.9808,3.5956,17.9629,69.6015,46.9819,85.4195,0.2592,39.0765
2024-01-01 09:05:00+00:00,Board,Kraft,692.7415,7.684,128.2059,5.3267,135.433,183.3413,3.039,4819.4679,190.4188,3.1219,4.641,25.4842,63.1491,47.0992,80.9051,0.3363,40.7878
2024-01-01 09:10:00+00:00,CopyPaper,Board,696.0022,7.8645,137.5229,4.8798,112.0596,162.6255,3.4589,4427.2426,149.917,2.9914,4.265,33.9566,68.6226,66.0692,50.7255,0.8684,83.7138
2024-01-01 09:15:00+00:00,Coated,CopyPaper,754.7352,7.6457,132.0943,3.1663,76.2503,95.7145,2.2,3495.1604,125.4247,3.7249,4.2093,33.105,44.3481,33.4639,87.0697,0.2123,24.5069
2024-01-01 09:20:00+00:00,Board,CopyPaper,636.7901,7.5084,131.4035,4.157,148.6619,225.1826,3.3639,4863.836,167.6484,3.4033,5.2763,31.7238,73.2889,73.6552,45.4303,0.9319,100.5506
2024-01-01 09:25:00+00:00,Coated,Kraft,667.1132,7.5352,128.6249,5.8342,111.3573,141.3482,3.4586,4338.4523,148.5485,3.419,4.0675,21.4795,82.9614,37.0134,90.1777,0.1986,25.8284
2024-01-01 09:30:00+00:00,Board,Newsprint,752.7314,6.9423,126.9917,7.7011,77.5786,105.9231,2.8603,3890.1566,145.676,3.3077,3.5112,32.8582,67.0149,83.2856,65.3951,0.5866,87.8649
2024-01-01 09:35:00+00:00,Board,Newsprint,740.1837,7.1232,129.3969,7.4929,93.908,154.6863,3.0633,3777.8005,166.7296,3.7977,4.4838,31.7709,64.4581,81.3898,45.2508,0.9572,106.3578
2024-01-01 09:40:00+00:00,Newsprint,Kraft,824.0477,8.0676,141.1676,5.6435,98.6529,153.0462,2.7069,4119.4979,175.2868,3.5872,4.6088,28.7148,82.4916,61.2028,76.8525,0.3521,48.2708
2024-01-01 09:45:00+00:00,Coated,CopyPaper,849.7814,6.9887,125.2552,4.5,80.9163,88.7777,3.1612,4016.8807,155.0108,3.4542,3.0029,30.9455,65.0734,23.8087,94.2487,0.1138,16.8806
2024-01-01 09:50:00+00:00,Kraft,Coated,744.0445,7.9627,138.9767,3.512,99.6632,100.9424,2.98,4159.8303,182.5058,3.5969,3.1827,18.6175,82.0419,30.417,86.0735,0.221,23.6145
2024-01-01 09:55:00+00:00,Coated,Newsprint,1024.0624,7.4959,138.2402,6.2357,56.9109,82.03,2.6271,3668.4921,142.9038,4.1789,3.047,26.0706,63.4311,34.3101,84.8731,0.26,28.0589
2024-01-01 10:00:00+00:00,Coated,Newsprint,866.7318,7.4521,132.5479,6.3247,82.3604,80.4727,2.8943,3986.405,158.0837,3.8282,3.8906,28.1958,61.7857,42.513,75.2485,0.4688,39.0543
2024-01-01 10:05:00+00:00,Kraft,CopyPaper,851.4758,8.485,139.0354,3.209,96.8739,129.4519,2.7602,4290.0063,166.522,3.9329,4.1768,38.4033,52.6193,43.2336,77.0903,0.3804,38.0622
2024-01-01 10:10:00+00:00,Kraft,Newsprint,739.6574,7.7334,133.2895,5.3051,95.4745,136.0865,3.2544,4201.243,157.3173,3.4944,4.1523,23.2235,66.3286,58.1076,46.2252,0.9283,76.5337
